ID	BA_LONG_NAME	BA_TYPE	AREA_ID	AREA_TYPE	FIELD_NAME	WELL_NAME	UWI	TITLE	CREATOR_NAME	CREATE_DATE	MEDIA_TYPE	DOCUMENT_TYPE	ITEM_CATEGORY	ITEM_SUB_CATEGORY	PAGE_COUNT	REMARK	DATA_STORE_NAME	DATA_STORE_TYPE	SOURCE	QC_STATUS	CHECKED_BY_BA_ID
1428	PT Example	BADAN USAHA	4926	WILAYAH KERJA	Jambi-Merang	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	PENGUJIAN SUMUR	LAPORAN/ANALISA RESERVOIR	26.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5735
1429	PT Oil	UNIVERSITAS	2516	WILAYAH KERJA	Duri	BN-2	-	Enhanced Oil Recovery (EOR) Techniques	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGEBORAN	LAPORAN BIAYA	64.00000	-	-	ENVELOPE	-	TERVERIFIKASI	4041
1430	PT Example	BADAN USAHA	3984	WILAYAH KERJA	Cepu	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGUJIAN SUMUR	LAPORAN/ANALISA RESERVOIR	72.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3394
1431	Example Co.	BADAN USAHA	410	WILAYAH KERJA	Cepu	BN-8	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN LAINYA	LAPORAN LAINYA	49.00000	-	-	RACK	-	TERVERIFIKASI	1781
1432	PT Example	UNIVERSITAS	3931	WILAYAH KERJA	Duri	BN-3	-	Production Optimization Strategies	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	EKSPLORASI & AKUISISI	DATA EKSPLORASI	70.00000	-	-	RACK	-	TERVERIFIKASI	3462
1433	PT Gas	BADAN USAHA	2561	WILAYAH KERJA	Arun	BN-6	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	70.00000	-	-	RACK	-	TERVERIFIKASI	1077
1434	PT Fake	UNIT PELAKSANA	1570	WILAYAH KERJA	Sampang	BN-3	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	46.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3661
1435	PT Fake	UNIVERSITAS	2789	WILAYAH KERJA	Mahakam	BN-3	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGUJIAN SUMUR	ANALISA PVT	55.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	6670
1436	Example Co.	UNIVERSITAS	314	WILAYAH KERJA	Tuban	BN-3	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	MASTER LOG	90.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9972
1437	Example Co.	BADAN USAHA	1441	WILAYAH KERJA	Rokan	BN-7	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	HSSE	OPERATIONAL INCIDENT REPORT	26.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9016
1438	PT Gas	BADAN USAHA	420	WILAYAH KERJA	Mahakam	BN-6	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PENGEBORAN	LUMPUR DAN MATERIAL	77.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4020
1439	PT Example	UNIT PELAKSANA	1611	WILAYAH KERJA	Duri	BN-2	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	WORK OVER & WELL SERVICE	87.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8428
1440	PT Oil	UNIVERSITAS	2029	WILAYAH KERJA	Rokan	BN-6	-	Well Testing and Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PRODUKSI	UJI PRODUKSI	88.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9912
1441	PT Gas	BENTUK USAHA TETAP	4637	WILAYAH KERJA	Tuban	BN-4	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	29.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4426
1442	Example Co.	UNIVERSITAS	3282	WILAYAH KERJA	Cepu	BN-6	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	50.00000	-	-	SHELF	-	TERVERIFIKASI	4094
1443	PT Gas	BADAN USAHA	1129	WILAYAH KERJA	Attaka	BN-5	-	Enhanced Oil Recovery (EOR) Techniques	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN LAINYA	LAPORAN LAINYA	100.00000	-	-	BOX	-	TERVERIFIKASI	7370
1444	PT Fake	UNIT PELAKSANA	1728	WILAYAH KERJA	Minas	BN-8	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN LAINYA	LAPORAN LAINYA	35.00000	-	-	BOX	-	TERVERIFIKASI	2684
1445	PT Example	UNIT PELAKSANA	912	WILAYAH KERJA	Tuban	BN-8	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	SPECIAL CORE ANALYSIS	62.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8478
1446	Example Co.	BENTUK USAHA TETAP	129	WILAYAH KERJA	Sampang	BN-8	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ANALISA FORMASI	EVALUASI FORMASI	74.00000	-	-	ENVELOPE	-	TERVERIFIKASI	9569
1447	Example Co.	BADAN USAHA	1624	WILAYAH KERJA	Attaka	BN-3	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN LAINYA	LAPORAN LAINYA	55.00000	-	-	RACK	-	TERVERIFIKASI	8357
1448	PT Gas	UNIVERSITAS	2417	WILAYAH KERJA	Sampang	BN-4	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	56.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9181
1449	PT Example	UNIVERSITAS	2270	WILAYAH KERJA	Minas	BN-4	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	42.00000	-	-	RACK	-	TERVERIFIKASI	4788
1450	Example Co.	UNIVERSITAS	2549	WILAYAH KERJA	Rokan	BN-3	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4278
1451	PT Example	UNIT PELAKSANA	3961	WILAYAH KERJA	Tuban	BN-2	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	KERJA ULANG	STIMULASI SUMUR	28.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	1608
1452	PT Oil	UNIT PELAKSANA	2965	WILAYAH KERJA	Mahakam	BN-8	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9932
1453	Example Co.	UNIT PELAKSANA	1787	WILAYAH KERJA	Sampang	BN-7	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	56.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8940
1454	PT Gas	UNIVERSITAS	174	WILAYAH KERJA	Minas	BN-6	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PRODUKSI	UJI PRODUKSI	43.00000	-	-	BOX	-	TERVERIFIKASI	4940
1455	Example Co.	BADAN USAHA	3850	WILAYAH KERJA	Jambi-Merang	BN-6	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	FILM	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	65.00000	-	-	BOX	-	TERVERIFIKASI	6749
1456	PT Example	UNIT PELAKSANA	2115	WILAYAH KERJA	Mahakam	BN-1	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	51.00000	-	-	SHELF	-	TERVERIFIKASI	8583
1457	PT Oil	BENTUK USAHA TETAP	3807	WILAYAH KERJA	Rokan	BN-6	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	93.00000	-	-	ENVELOPE	-	TERVERIFIKASI	4034
1458	Example Co.	UNIVERSITAS	2561	WILAYAH KERJA	Attaka	BN-5	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PRODUKSI	DESAIN PRODUKSI	96.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4106
1459	PT Gas	BENTUK USAHA TETAP	2045	WILAYAH KERJA	Jambi-Merang	BN-1	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PENGEBORAN	WELLHEAD & OTHER EQUIP. INSTALLATION	46.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9458
1460	PT Fake	BENTUK USAHA TETAP	2300	WILAYAH KERJA	Tuban	BN-4	-	Well Testing and Analysis	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PENGUJIAN SUMUR	ANALISA PVT	90.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6579
1461	PT Example	BADAN USAHA	282	WILAYAH KERJA	Mahakam	BN-7	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	84.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	3339
1462	PT Oil	UNIVERSITAS	4271	WILAYAH KERJA	Minas	BN-2	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	54.00000	-	-	BOX	-	TERVERIFIKASI	5010
1463	PT Fake	BADAN USAHA	2062	WILAYAH KERJA	Attaka	BN-7	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	59.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7667
1464	Example Co.	UNIT PELAKSANA	2429	WILAYAH KERJA	Arun	BN-3	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PENGEBORAN	DAILY OPERATIONAL REPORT	63.00000	-	-	ENVELOPE	-	TERVERIFIKASI	8457
1465	PT Gas	UNIT PELAKSANA	2009	WILAYAH KERJA	Tuban	BN-4	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	61.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	8508
1466	PT Oil	BADAN USAHA	1985	WILAYAH KERJA	Sampang	BN-2	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PRODUKSI	FASILITAS PRODUKSI	32.00000	-	-	RACK	-	TERVERIFIKASI	6685
1467	PT Example	UNIT PELAKSANA	168	WILAYAH KERJA	Tuban	BN-1	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PENGEBORAN	DAILY OPERATIONAL REPORT	51.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9390
1468	PT Example	UNIVERSITAS	4324	WILAYAH KERJA	Tuban	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	63.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5765
1469	PT Gas	BADAN USAHA	3011	WILAYAH KERJA	Tuban	BN-1	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	95.00000	-	-	SHELF	-	TERVERIFIKASI	9599
1470	PT Gas	UNIT PELAKSANA	1468	WILAYAH KERJA	Attaka	BN-3	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	52.00000	-	-	RACK	-	TERVERIFIKASI	2444
1471	PT Gas	UNIT PELAKSANA	520	WILAYAH KERJA	Attaka	BN-8	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	HEALTH, SAFETY, ENVIRONMENT	30.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9364
1472	PT Oil	UNIT PELAKSANA	496	WILAYAH KERJA	Rokan	BN-1	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	ASPEK KEGEOLOGIAN	SPECIAL CORE ANALYSIS	94.00000	-	-	SHELF	-	TERVERIFIKASI	8352
1473	PT Example	UNIT PELAKSANA	1429	WILAYAH KERJA	Duri	BN-1	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	46.00000	-	-	SHELF	-	TERVERIFIKASI	1112
1474	PT Example	BENTUK USAHA TETAP	4918	WILAYAH KERJA	Minas	BN-1	-	Production Optimization Strategies	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	79.00000	-	-	SHELF	-	TERVERIFIKASI	1555
1475	PT Oil	BADAN USAHA	2908	WILAYAH KERJA	Tuban	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	43.00000	-	-	ENVELOPE	-	TERVERIFIKASI	3466
1476	PT Gas	UNIVERSITAS	768	WILAYAH KERJA	Tuban	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	30.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	7124
1477	PT Fake	BADAN USAHA	4859	WILAYAH KERJA	Minas	BN-4	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	85.00000	-	-	SHELF	-	TERVERIFIKASI	4375
1478	PT Gas	BENTUK USAHA TETAP	2573	WILAYAH KERJA	Cepu	BN-1	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	KERJA ULANG	REPARASI SUMUR	36.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2857
1479	PT Fake	UNIVERSITAS	3417	WILAYAH KERJA	Cepu	BN-1	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	ASPEK KEGEOLOGIAN	ANALISA GEOKIMIA	74.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	5484
1480	PT Gas	BADAN USAHA	629	WILAYAH KERJA	Duri	BN-8	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	KERJA ULANG	REPARASI SUMUR	88.00000	-	-	RACK	-	TERVERIFIKASI	8480
1481	PT Fake	UNIT PELAKSANA	665	WILAYAH KERJA	Jambi-Merang	BN-6	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	ANALISA PETROFISIKA	100.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5077
1482	PT Gas	UNIVERSITAS	1523	WILAYAH KERJA	Jambi-Merang	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	LAPORAN LAINYA	LAPORAN LAINYA	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8037
1483	PT Example	BADAN USAHA	4002	WILAYAH KERJA	Arun	BN-1	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PRODUKSI	LAPORAN PRODUKSI	48.00000	-	-	ENVELOPE	-	TERVERIFIKASI	5678
1484	PT Gas	BADAN USAHA	4696	WILAYAH KERJA	Cepu	BN-1	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	PENGUJIAN SUMUR	UJI KANDUNGAN LAPISAN (UKL)	35.00000	-	-	BOX	-	TERVERIFIKASI	3525
1485	PT Example	UNIT PELAKSANA	2227	WILAYAH KERJA	Sampang	BN-3	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	SPECIAL CORE ANALYSIS	92.00000	-	-	ENVELOPE	-	TERVERIFIKASI	9598
1486	PT Oil	BADAN USAHA	1776	WILAYAH KERJA	Mahakam	BN-1	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	51.00000	-	-	RACK	-	TERVERIFIKASI	9268
1487	PT Fake	UNIVERSITAS	297	WILAYAH KERJA	Cepu	BN-7	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	40.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	6880
1488	PT Example	BADAN USAHA	769	WILAYAH KERJA	Jambi-Merang	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	54.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	2932
1489	PT Gas	UNIVERSITAS	1768	WILAYAH KERJA	Rokan	BN-7	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGEBORAN	LUMPUR DAN MATERIAL	27.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3917
1490	PT Gas	BADAN USAHA	4082	WILAYAH KERJA	Jambi-Merang	BN-5	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	70.00000	-	-	BOX	-	TERVERIFIKASI	8246
1491	PT Example	BENTUK USAHA TETAP	2798	WILAYAH KERJA	Sampang	BN-2	-	Production Optimization Strategies	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	ANALISA FORMASI	MASTER LOG	66.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	8953
1492	PT Example	UNIVERSITAS	4284	WILAYAH KERJA	Jambi-Merang	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	FILM	KEUANGAN	LAPORAN LAINYA	LAPORAN LAINYA	41.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4033
1493	PT Gas	UNIVERSITAS	3994	WILAYAH KERJA	Sampang	BN-6	-	Well Testing and Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	92.00000	-	-	BOX	-	TERVERIFIKASI	1906
1494	PT Gas	UNIVERSITAS	1974	WILAYAH KERJA	Jambi-Merang	BN-8	-	Drilling and Completion Practices in Oil and Gas Wells	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	ANALISA PETROFISIKA	81.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6979
1495	PT Oil	UNIT PELAKSANA	348	WILAYAH KERJA	Jambi-Merang	BN-4	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ANALISA FORMASI	MASTER LOG	37.00000	-	-	ENVELOPE	-	TERVERIFIKASI	6116
1496	PT Oil	BENTUK USAHA TETAP	2356	WILAYAH KERJA	Arun	BN-4	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PENGEBORAN	LAPORAN PENGEBORAN	55.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3669
1497	Example Co.	BADAN USAHA	4565	WILAYAH KERJA	Arun	BN-1	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	MASTER LOG	88.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	5650
1498	Example Co.	UNIT PELAKSANA	1860	WILAYAH KERJA	Sampang	BN-5	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PENGUJIAN SUMUR	ANALISA FLUIDA	93.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4969
1499	PT Fake	BADAN USAHA	288	WILAYAH KERJA	Minas	BN-8	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	KERJA ULANG	STIMULASI SUMUR	25.00000	-	-	SHELF	-	TERVERIFIKASI	1686
1500	PT Oil	UNIVERSITAS	3091	WILAYAH KERJA	Sampang	BN-4	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	82.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8161
